id,host_id,neighbourhood_group,neighbourhood,room_type,latitude,longitude,price,price_capped,price_log10,minimum_nights,minimum_nights_capped,number_of_reviews,number_of_reviews_ltm,reviews_per_month,calculated_host_listings_count,availability_365,last_review,license
31586330,236770524,Isole,Castello,Entire home/apt,45.43522,12.34509,189.0,189.0,2.2764618041732443,2,2,324,43,4.04,1,300,2025-08-24,IT027042C2QK3Z7XK4
31591679,235434745,Isole,San Marco,Entire home/apt,45.43542023305825,12.330213715701928,250.0,250.0,2.3979400086720375,1,1,30,10,0.39,4,298,2025-08-18,IT027042B4R2FFXT9F
31605259,41684464,Isole,Cannaregio,Entire home/apt,45.44415,12.32044,135.0,135.0,2.130333768495006,2,2,32,3,0.4,11,338,2025-09-02,IT027042B4YAABMN9F
31605923,235434745,Isole,San Marco,Entire home/apt,45.43366,12.32854,258.0,258.0,2.41161970596323,1,1,119,7,1.5,4,292,2025-09-02,IT027042B4Z4F8Z4EM
31606029,236933780,Isole,San Polo,Entire home/apt,45.43694,12.32814,138.0,138.0,2.1398790864012365,2,2,174,49,2.25,1,324,2025-08-25,IT027042C2Y38WQK9G
31608832,235434745,Isole,San Marco,Entire home/apt,45.43517,12.33081,228.0,228.0,2.357934847000454,1,1,110,28,1.45,4,290,2025-08-28,IT027042B465KI327C
31611142,205703685,Isole,Castello,Entire home/apt,45.431271,12.353458,203.0,203.0,2.307496037913213,1,1,29,8,0.39,29,97,2025-08-08,IT027042B4UGVET4MR
31635445,237177948,Isole,San Polo,Entire home/apt,45.43943,12.33271,153.0,153.0,2.184691430817599,2,2,23,4,0.29,1,67,2025-03-24,IT027042B4OO63BOXA
31636011,237182372,Isole,Cannaregio,Entire home/apt,45.44146,12.33478,149.0,149.0,2.173186268412274,2,2,342,42,4.26,3,331,2025-08-09,IT027042C2TH88P39L
31639878,237207073,Isole,Castello,Entire home/apt,45.43191,12.35567,2125.0,1343.9599999999991,3.3273589343863303,3,3,168,14,2.13,2,231,2025-08-22,IT027042C2O3UHSMMK
31641546,40297985,Isole,Castello,Entire home/apt,45.43033,12.35717,99.0,99.0,1.99563519459755,3,3,115,21,1.49,1,101,2025-08-06,IT027042C26Z5S3JS5
31660265,13019431,Isole,Castello,Entire home/apt,45.4354032,12.3429187,184.0,184.0,2.2648178230095364,5,5,8,0,0.2,10,0,2023-10-28,IT027042C2XBS8E6UM
31663433,237399461,Isole,San Marco,Entire home/apt,45.43257,12.32974,267.0,267.0,2.4265112613645754,2,2,165,22,2.23,2,108,2025-08-30,IT027042B4GFSXOKSN
31669467,237450726,Isole,Cannaregio,Entire home/apt,45.445,12.33146,143.0,143.0,2.155336037465062,3,3,99,16,1.37,1,274,2025-07-21,IT027042C2PVY6U8AU
31682899,237572060,Isole,Castello,Entire home/apt,45.43853,12.33922,144.0,144.0,2.1583624920952498,3,3,304,57,3.8,1,295,2025-09-08,IT027042C243Z9GKWS
31727934,237998662,Isole,Castello,Entire home/apt,45.43676,12.3384,162.0,162.0,2.2095150145426308,3,3,269,45,3.38,3,209,2025-08-24,IT027042C2X884XCF4
31730906,179326998,Isole,Castello,Entire home/apt,45.43988,12.34163,94.0,94.0,1.9731278535996986,1,1,26,0,0.33,21,327,2023-07-13,IT027042B48H2AD57C
31733642,7619802,Isole,Castello,Entire home/apt,45.43035,12.35723,203.0,203.0,2.307496037913213,1,1,106,7,1.37,14,330,2025-06-15,IT027042C2YCB466XK
31742263,11466318,Isole,Castello,Entire home/apt,45.4322,12.35028,94.0,94.0,1.9731278535996986,3,3,266,45,3.33,1,305,2025-08-28,IT027042C2DETXUSXF
31775006,5618111,Isole,Cannaregio,Entire home/apt,45.44687,12.33035,152.0,152.0,2.1818435879447726,1,1,128,7,1.61,77,312,2025-07-06,IT027042B4CQBJKA8R
31775920,179326998,Isole,San Marco,Entire home/apt,45.43263,12.33395,143.0,143.0,2.155336037465062,1,1,62,2,0.78,21,347,2024-09-30,IT027042B4ZIFJ3T2A
31777107,159552785,Isole,San Marco,Entire home/apt,45.43295,12.3353,232.0,232.0,2.3654879848909,4,4,3,1,0.04,4,197,2025-09-03,IT027042B42KBMH6ND
31777219,4258092,Isole,Dorsoduro,Entire home/apt,45.43262,12.32461,170.0,170.0,2.230448921378274,2,2,28,0,0.35,3,32,2024-06-14,IT027042C2NATJZNL5
31777445,179326998,Isole,Cannaregio,Entire home/apt,45.44333,12.32648,165.0,165.0,2.2174839442139063,1,1,182,10,2.27,21,332,2025-07-31,IT027042B48EX69HX2
31777774,179326998,Isole,Cannaregio,Entire home/apt,45.43975,12.34027,125.0,125.0,2.0969100130080562,1,1,119,3,1.49,21,337,2025-09-03,IT027042B4XPKHS99U
31796899,238280449,Isole,Cannaregio,Entire home/apt,45.44638,12.32013,240.0,240.0,2.380211241711606,2,2,30,0,0.38,2,335,2024-03-09,IT027042C2YY4GBL0K
31814162,33055304,Isole,San Marco,Entire home/apt,45.43479,12.33889,320.0,320.0,2.505149978319906,1,1,81,2,1.06,5,294,2025-07-25,IT027042B48N9AX2AD
31816450,238442910,Isole,Lido,Entire home/apt,45.41633,12.37414,76.0,76.0,1.8808135922807914,2,2,83,13,1.1,1,289,2025-09-06,IT027042C2ZC7KEADH
31819543,238463812,Isole,Castello,Entire home/apt,45.43938,12.34484,140.0,140.0,2.146128035678238,2,2,209,38,2.63,13,183,2025-08-24,IT027042B4REBUUYB9
31822938,238490869,Isole,San Marco,Entire home/apt,45.43278,12.3347,175.0,175.0,2.2430380486862944,2,2,150,31,1.92,1,330,2025-06-22,IT027042C2SWZPCK43
31846624,159552785,Isole,San Marco,Entire home/apt,45.43304,12.33505,157.0,157.0,2.1958996524092336,4,4,3,0,0.07,4,97,2024-03-20,IT027042B49EKEFTJD
31852971,40852487,Isole,Dorsoduro,Entire home/apt,45.42888,12.33118,180.0,180.0,2.255272505103306,31,31,18,0,0.23,4,327,2024-07-17,
31873116,3880254,Isole,Dorsoduro,Entire home/apt,45.43187,12.31932,130.0,130.0,2.113943352306837,3,3,139,21,1.77,11,15,2025-08-06,IT027042B4DDEWEDPI
31898990,197975616,Isole,Castello,Entire home/apt,45.43149,12.3524,112.0,112.0,2.0492180226701815,1,1,213,39,2.67,6,144,2025-07-20,IT027042C2HICZU8DA
31915793,42326961,Terraferma,San Lorenzo XXV Aprile,Entire home/apt,45.49744,12.24067,102.0,102.0,2.0086001717619175,1,1,58,3,0.74,3,309,2025-04-01,IT027042B4WD4D4ZU9
31940541,179326998,Isole,San Marco,Entire home/apt,45.43293,12.33055,113.0,113.0,2.05307844348342,1,1,90,1,1.13,21,347,2024-11-21,IT027042B4PKKT62L3
31950805,221805238,Isole,Castello,Entire home/apt,45.43204,12.35443,150.0,150.0,2.1760912590556813,1,1,11,2,0.3,1,225,2024-10-19,IT027042B4J3K88KZM
31970072,239703097,Isole,Giudecca,Private room,45.42435,12.32627,102.0,102.0,2.0086001717619175,2,2,292,43,3.74,2,243,2025-08-14,IT027042B4LOHC2VWM
31971963,179326998,Isole,Cannaregio,Entire home/apt,45.44095,12.34128,94.0,94.0,1.9731278535996986,1,1,49,0,0.61,21,341,2023-08-13,IT027042B44OOXDKQM
31972519,110584405,Terraferma,Aeroporto,Private room,45.50328,12.33143,291.0,291.0,2.4638929889859074,1,1,158,0,2.04,7,154,2024-08-18,IT027042B4TDP8CF3K
31989293,239840822,Isole,Cannaregio,Entire home/apt,45.44501,12.33121,180.0,180.0,2.255272505103306,2,2,29,0,0.36,1,346,2024-08-10,IT027042C22FBFCR3Z
32006451,179298782,Isole,Cannaregio,Entire home/apt,45.44394,12.32869,148.0,148.0,2.1702617153949575,1,1,121,0,1.55,2,42,2024-08-28,IT027042C2S7MBTI7H
32006644,239945746,Isole,Dorsoduro,Private room,45.43254,12.31959,105.0,105.0,2.0211892990699383,1,1,10,0,0.13,2,52,2023-06-25,IT027042C27369YHND
32015610,14529918,Isole,San Polo,Entire home/apt,45.43789,12.33001,103.0,103.0,2.012837224705172,2,2,229,49,2.88,1,298,2025-09-10,IT027042C2IPSE9G6I
32029319,2634978,Isole,Cannaregio,Entire home/apt,45.44152,12.33465,229.0,229.0,2.359835482339888,1,1,44,15,0.57,142,276,2025-08-03,IT027042C2YY5YDJNP
32059818,18151381,Isole,Cannaregio,Private room,45.445862,12.327675,94.0,94.0,1.9731278535996986,1,1,410,70,5.22,3,136,2025-08-28,IT027042C2K6QWUJW2
32062453,2634978,Isole,San Marco,Entire home/apt,45.43646,12.33818,196.0,196.0,2.292256071356476,1,1,31,0,0.39,142,325,2024-06-09,IT027042C2YJXUKYPT
32077336,240563683,Isole,Castello,Private room,45.43518,12.34251,71.0,71.0,1.8512583487190752,3,3,287,34,3.59,4,211,2025-09-03,IT027042C22LYQSL6M
32096515,33958257,Isole,Lido,Entire home/apt,45.39556963489384,12.35755774574555,374.0,374.0,2.5728716022004803,3,3,82,19,1.05,1,202,2025-08-17,IT027042B4HLLVL8F9
32123005,241002392,Isole,Cannaregio,Entire home/apt,45.44329,12.3285,180.0,180.0,2.255272505103306,3,3,237,32,2.98,1,332,2025-08-18,IT027042C2ZRLNMB26
32179827,179298782,Isole,Castello,Entire home/apt,45.4325,12.3541,129.0,129.0,2.110589710299249,1,1,58,1,0.74,2,39,2024-10-22,IT027042C2R2YNBDWQ
32201552,5862083,Isole,Cannaregio,Entire home/apt,45.44042,12.33697,1000.0,1000.0,3.0,1,1,199,31,2.54,31,214,2025-08-25,IT027042B4B3YO27YW
32204052,241657269,Terraferma,Piave 1860,Private room,45.48304,12.23217,128.0,128.0,2.1072099696478683,1,1,292,67,3.72,4,99,2025-08-21,IT027042B453VFTRV9
32206399,141994095,Isole,Dorsoduro,Entire home/apt,45.434977,12.323051,276.0,276.0,2.4409090820652177,3,3,121,6,1.55,2,271,2025-06-03,IT027042C2FCGGSCZF
32230278,72445649,Isole,Dorsoduro,Entire home/apt,45.43230056762695,12.325384140014648,743.0,743.0,2.8709888137605755,3,3,34,14,0.43,18,214,2025-08-01,IT027042C2CMR9U4AC
32232290,72445649,Isole,Dorsoduro,Entire home/apt,45.43228912353516,12.325372695922852,309.0,309.0,2.4899584794248346,3,3,136,18,1.8,18,317,2025-08-05,IT027042C2CMR9U4AC
32233510,139627704,Isole,Lido,Entire home/apt,45.416321,12.37424,190.0,190.0,2.278753600952829,5,5,40,5,0.52,30,322,2025-08-04,IT027042B4U5QYWXXX
32241178,401113,Isole,San Marco,Entire home/apt,45.43518,12.33558,399.0,399.0,2.6009728956867484,2,2,66,10,0.84,4,261,2025-07-31,IT027042C2XS63LDZN
32251649,198372304,Isole,Cannaregio,Entire home/apt,45.44129,12.33494,182.0,182.0,2.2600713879850747,3,3,150,11,1.93,1,18,2025-06-22,IT027042C2OMOOUGRN
32252273,239494912,Isole,Castello,Entire home/apt,45.43863,12.34926,118.0,118.0,2.0718820073061255,2,2,264,37,3.31,1,155,2025-08-09,IT027042C29EY8HE3W
32287004,10260050,Isole,Castello,Entire home/apt,45.43401,12.35781,650.0,650.0,2.8129133566428557,31,31,25,3,0.32,1,266,2025-05-12,"I applied for a CIN, but haven’t received it yet"
32297810,197975616,Isole,Castello,Private room,45.43357,12.35237,105.0,105.0,2.0211892990699383,1,1,182,26,2.33,6,63,2025-08-24,IT027042C2HICZU8DA
32299117,179326998,Isole,Cannaregio,Entire home/apt,45.44197,12.32187,169.0,169.0,2.2278867046136734,1,1,103,9,1.3,21,1,2025-01-23,IT027042B4YB78HAK8
32301165,168396296,Terraferma,Piave 1860,Entire home/apt,45.48558,12.23377,80.0,80.0,1.9030899869919435,2,2,165,34,2.07,5,340,2025-08-24,IT027042B496INJWFU
32301497,5618111,Isole,Santa Croce,Entire home/apt,45.44105,12.32879,345.0,345.0,2.537819095073274,1,1,271,44,3.48,77,259,2025-09-07,IT027042B4666IJNOM
32312902,242543989,Isole,Castello,Entire home/apt,45.43856,12.34409,231.0,231.0,2.3636119798921444,2,2,256,59,3.28,1,263,2025-09-05,IT027042C2XYSVOZQD
32323113,242668291,Terraferma,San Lorenzo XXV Aprile,Entire home/apt,45.49308,12.23007,63.0,63.0,1.7993405494535817,1,1,252,51,3.3,2,315,2025-08-22,IT027042C2VZFUGW5H
32331811,5182839,Isole,Lido,Entire home/apt,45.41591,12.36726,172.0,172.0,2.2355284469075487,2,2,139,9,1.8,3,117,2025-08-31,IT027042C2LBVB8ZZX
32348341,242868135,Isole,Giudecca,Entire home/apt,45.42431,12.32695,243.0,243.0,2.385606273598312,2,2,15,2,0.21,3,180,2025-09-07,IT027042B43QI6JTAD
32374623,243093808,Terraferma,San Lorenzo XXV Aprile,Entire home/apt,45.49445,12.23528,72.0,72.0,1.8573324964312685,2,2,377,58,4.95,2,314,2025-09-06,IT027042C2W18PTKMJ
32390923,243234944,Isole,Santa Croce,Entire home/apt,45.44134,12.3282,132.0,132.0,2.12057393120585,3,3,174,29,2.22,1,46,2025-06-05,IT027042C2ZEVB24YA
32396047,669047,Isole,San Marco,Entire home/apt,45.43392,12.33319,381.0,381.0,2.5809249756756194,1,1,79,13,1.02,81,242,2025-07-01,IT027042C24ZYY8YVG
32396809,15112827,Isole,Santa Croce,Entire home/apt,45.44109,12.3289,115.0,115.0,2.060697840353612,3,3,261,30,3.32,14,294,2025-09-01,IT027042C2Z897XVDC
32398905,3471848,Isole,Cannaregio,Entire home/apt,45.4400386,12.3391133,118.0,118.0,2.0718820073061255,2,2,241,51,3.03,1,206,2025-09-04,IT027042c2w6q6847j
32414524,2634978,Isole,Cannaregio,Entire home/apt,45.44028,12.33648,274.0,274.0,2.437750562820388,1,1,98,11,1.27,142,341,2025-06-15,IT027042B44PGTEVFZ
32416576,2634978,Isole,Santa Croce,Entire home/apt,45.43913,12.32645,309.0,309.0,2.4899584794248346,1,1,43,2,0.55,142,83,2025-04-14,IT027042C2R5AXOIQF
32417030,2634978,Isole,San Polo,Entire home/apt,45.43876,12.33174,224.0,224.0,2.3502480183341627,1,1,32,4,0.41,142,80,2025-05-18,IT027042B4BMJH7L2U
32417184,84543765,Isole,Castello,Private room,45.43863,12.34262,120.0,120.0,2.0791812460476247,2,2,218,9,2.74,9,240,2025-08-25,IT027042B4SD9Q6GH7
32433549,224969988,Isole,Giudecca,Entire home/apt,45.42362,12.3284,48.0,48.0,1.6812412373755872,31,31,12,0,0.15,1,0,2020-07-30,
32455684,251694982,Isole,Lido,Entire home/apt,45.41105,12.37,86.0,86.0,1.9344984512435677,4,4,17,6,0.46,1,65,2025-08-23,IT027042C2FPN66DP8
32457263,97908044,Isole,San Marco,Private room,45.43729,12.33666,188.0,188.0,2.27415784926368,1,1,2,0,0.03,4,122,2024-04-04,IT027042B4Y85S78CL
32457657,125530486,Isole,Castello,Entire home/apt,45.43668,12.34191,119.0,119.0,2.075546961392531,2,2,251,36,3.19,2,215,2025-07-19,IT027042C22BZAQGTH
32463558,26831067,Isole,San Polo,Entire home/apt,45.436988269815664,12.330981894742578,145.0,145.0,2.161368002234975,3,3,192,38,2.44,1,13,2025-08-08,IT027042C2VWCQ6UHO
32463817,243882660,Isole,Cannaregio,Entire home/apt,45.44744491577149,12.321157455444336,153.0,153.0,2.184691430817599,6,6,93,10,1.27,1,237,2025-08-05,IT027042C2SVZU778X
32482996,208611161,Isole,Castello,Entire home/apt,45.43698,12.34954,122.0,122.0,2.0863598306747484,3,3,222,50,2.82,1,205,2025-09-06,IT027042C2C3EAQDUR
32485147,174333358,Isole,Santa Croce,Private room,45.44036,12.33149,141.0,141.0,2.1492191126553797,2,2,192,7,2.42,3,218,2025-05-30,IT027042C2AX33MENS
32485799,174333358,Isole,San Polo,Private room,45.43851,12.33114,133.0,133.0,2.123851640967086,2,2,270,13,3.4,3,325,2025-09-04,IT027042C2AX33MENS
32488130,13990376,Isole,San Polo,Entire home/apt,45.43969,12.333,247.0,247.0,2.392696953259666,3,3,323,49,4.06,6,65,2025-08-11,IT027042B49PVG6FGY
32514116,145813573,Isole,Cannaregio,Entire home/apt,45.44272,12.32391,252.0,252.0,2.401400540781544,2,2,3,0,0.04,4,283,2024-06-09,IT027042B4KV9XQ2R4
32516665,244327543,Terraferma,Piave 1860,Private room,45.48931,12.23819,63.0,63.0,1.7993405494535817,3,3,229,19,2.88,2,247,2025-08-29,IT027042B4BMINSLV5
32537957,6798407,Isole,Cannaregio,Entire home/apt,45.43986,12.33847,157.0,157.0,2.1958996524092336,2,2,247,11,3.14,4,276,2025-07-23,IT027042B4998L8TNQ
32543395,238303003,Isole,Lido,Entire home/apt,45.39779,12.35962,155.0,155.0,2.1903316981702914,3,3,52,5,0.65,1,31,2024-10-30,IT027042C2UZRIHTPM
32543399,244545295,Isole,Lido,Entire home/apt,45.39702,12.35717,400.0,400.0,2.6020599913279625,31,31,3,0,0.06,1,365,2023-09-09,
32566300,244731682,Isole,San Marco,Entire home/apt,45.43479,12.33044,282.0,282.0,2.450249108319361,3,3,291,42,3.69,1,312,2025-08-30,IT027042C2RJQQ26NL
32569150,170612261,Terraferma,Piave 1860,Entire home/apt,45.48567,12.23358,100.0,100.0,2.0,2,2,283,47,3.56,4,320,2025-08-24,IT027042C28P9864K2
32569346,10332045,Terraferma,Bissuola,Entire home/apt,45.49834,12.25281,113.0,113.0,2.05307844348342,2,2,161,26,2.07,1,247,2025-08-22,IT027042C226F96BS7
32569716,166741307,Isole,Cannaregio,Entire home/apt,45.44381,12.32227,592.0,592.0,2.77232170672292,1,1,46,7,0.59,3,293,2025-06-24,IT027042C2SJE85KUS
32581614,244865064,Isole,Cannaregio,Entire home/apt,45.442299,12.323982,145.0,145.0,2.161368002234975,3,3,200,32,2.52,4,85,2025-08-30,IT027042C286SJBHWK
32583761,2989083,Terraferma,Piave 1860,Entire home/apt,45.48523,12.24334,94.0,94.0,1.9731278535996986,1,1,244,35,3.09,8,313,2025-09-06,IT027042B48KGI6GXZ
32591268,21027135,Isole,Dorsoduro,Entire home/apt,45.43302,12.32262,148.0,148.0,2.1702617153949575,1,1,444,82,5.58,2,16,2025-09-07,IT027042C29MGEITSA
32606418,245108256,Isole,Cannaregio,Entire home/apt,45.44246,12.33568,176.0,176.0,2.24551266781415,2,2,417,79,5.28,1,92,2025-09-05,IT027042C2TY34RFZ
32632257,244741071,Isole,Castello,Entire home/apt,45.43785,12.33934,261.0,261.0,2.416640507338281,2,2,28,2,0.37,1,281,2024-09-30,IT027042C2SQ3889SL
32649655,669047,Isole,Castello,Entire home/apt,45.43874,12.34806,806.0,806.0,2.906335041805091,1,1,53,16,0.68,81,298,2025-08-22,IT027042C28I27358P
32656922,10988715,Isole,Cannaregio,Entire home/apt,45.44265,12.33788,283.0,283.0,2.45178643552429,2,2,133,5,1.68,14,118,2025-05-30,IT027042B4S7PXDHD7
32657522,1408761,Isole,San Polo,Entire home/apt,45.43896,12.32878,175.0,175.0,2.2430380486862944,3,3,232,29,2.94,5,284,2025-09-07,IT027042C2UR2K9AYX
32658125,245552544,Terraferma,Carpenedo,Entire home/apt,45.49902,12.24538,108.0,108.0,2.03342375548695,2,2,83,10,1.06,1,296,2025-09-02,IT027042C27FWYOLDW
32679785,45571612,Isole,Lido,Entire home/apt,45.41395,12.36931,95.0,95.0,1.9777236052888478,3,3,59,12,0.76,3,240,2025-06-01,IT027042C22ALYFJQ4
32707062,197224424,Isole,Castello,Entire home/apt,45.43118,12.35704,158.0,158.0,2.1986570869544226,1,1,22,0,0.28,4,217,2023-10-07,IT027042C2A64RC6ZS
32741913,135813356,Isole,Murano,Entire home/apt,45.45336,12.35249,81.0,81.0,1.9084850188786497,2,2,99,6,1.28,4,173,2025-06-18,IT027042B4ACOMA9B7
32788596,239158074,Isole,Santa Croce,Entire home/apt,45.4412798,12.3297293,159.0,159.0,2.2013971243204513,2,2,556,120,7.21,5,284,2025-09-09,IT027042C2PLSU5NPW
32788928,239158074,Isole,Santa Croce,Entire home/apt,45.4412045,12.3296729,214.0,214.0,2.330413773349191,1,1,532,125,6.89,5,230,2025-09-08,IT027042C2PLSU5NPW
32827605,238472653,Isole,San Polo,Entire home/apt,45.43955,12.33402,126.0,126.0,2.100370545117563,2,2,197,51,2.5,1,184,2025-09-01,IT027042C2IW3CLOGT
32857874,94804416,Isole,San Marco,Entire home/apt,45.43755,12.33629,115.0,115.0,2.060697840353612,3,3,71,30,0.94,5,36,2025-08-20,IT027042C2Q3G4KD57
32859220,247169257,Isole,San Marco,Entire home/apt,45.43441,12.33206,140.0,140.0,2.146128035678238,1,1,63,5,0.85,1,324,2025-09-05,IT027042B4RVE4T92K
32861256,12113015,Isole,Castello,Entire home/apt,45.43672,12.34164,380.0,380.0,2.57978359661681,3,3,162,28,2.07,18,241,2025-09-04,IT027042C2FVMVRB8O
32883388,37864680,Isole,Castello,Entire home/apt,45.43689,12.34085,262.0,262.0,2.4183012913197452,1,1,19,1,0.24,17,184,2025-03-02,IT027042C2M2JTQ8SG
32887803,174569424,Isole,Castello,Entire home/apt,45.43534,12.34388,128.0,128.0,2.1072099696478683,2,2,150,39,1.94,4,303,2025-09-03,IT027042C2FLWZJS99
32903384,70740960,Isole,Castello,Entire home/apt,45.43078,12.35847,291.0,291.0,2.4638929889859074,3,3,15,3,0.21,2,345,2025-05-11,IT027042B4SLZTBO2
32928215,5862083,Isole,Dorsoduro,Entire home/apt,45.43204,12.32679,1000.0,1000.0,3.0,1,1,130,30,1.67,31,193,2025-08-19,IT027042C2EQCBDU2Z
32931830,22050501,Isole,Giudecca,Entire home/apt,45.42358,12.32683,168.0,168.0,2.225309281725863,2,2,93,21,1.2,1,134,2025-08-12,IT027042B4Z57ZYI3G
32944890,37381363,Isole,Castello,Entire home/apt,45.43117,12.35782,217.0,217.0,2.3364597338485296,2,2,72,7,0.93,4,76,2025-08-26,IT027042C2M34D2BYT
32947081,247927868,Isole,Santa Croce,Entire home/apt,45.44022,12.32989,141.0,141.0,2.1492191126553797,3,3,304,53,3.89,1,305,2025-09-10,IT027042B4YAGR3JBE
32961373,175813139,Isole,Cannaregio,Entire home/apt,45.44547,12.33306,139.0,139.0,2.143014800254095,4,4,197,20,2.52,1,308,2025-09-07,IT027042C2KZYK6TFF
32977896,68560505,Isole,Sant'Elena,Entire home/apt,45.42948,12.35952,107.0,107.0,2.0293837776852097,2,2,116,10,1.51,2,28,2025-07-19,IT027042C2GAMV22II
33010115,194031854,Isole,San Polo,Entire home/apt,45.43796,12.33523,732.0,732.0,2.864511081058392,2,2,297,31,3.81,8,284,2025-08-14,IT027042B47IOCD3GI
33033826,248202091,Terraferma,Piave 1860,Entire home/apt,45.48671,12.24612,134.0,134.0,2.1271047983648077,2,2,215,16,2.75,1,219,2025-03-04,IT027042C2RHVI7WP5
33042217,48081958,Isole,Castello,Entire home/apt,45.43213,12.35615,265.0,265.0,2.423245873936808,2,2,35,5,0.48,8,173,2025-07-30,IT027042C28SD9LRQJ
33080794,17034903,Isole,Lido,Private room,45.41286,12.37123,55.0,55.0,1.7403626894942439,31,31,8,2,0.1,2,358,2024-10-09,
33088121,131142254,Isole,San Marco,Entire home/apt,45.4336,12.33682,152.0,152.0,2.1818435879447726,3,3,59,1,0.76,3,53,2024-09-18,IT027042C2SQ99ISQL
33090920,249046847,Terraferma,Campalto Bagaron,Entire home/apt,45.4847526550293,12.289996147155762,75.0,75.0,1.8750612633917,2,2,222,47,2.84,4,283,2025-08-22,IT027042C26Y6IJG2J
33107044,43402592,Isole,Santa Croce,Entire home/apt,45.43901,12.32484,224.0,224.0,2.3502480183341627,2,2,351,54,4.48,1,189,2025-09-05,IT027042C2WFADBJ7M
33112561,131142254,Isole,San Marco,Entire home/apt,45.43272,12.33592,152.0,152.0,2.1818435879447726,3,3,78,2,0.99,3,28,2025-04-18,IT027042C2Z2QV9EUR
33146077,184936719,Isole,Lido,Entire home/apt,45.41321,12.36662,127.0,127.0,2.103803720955957,7,7,6,4,0.26,3,334,2025-08-23,IT027042C2QKLH2L8M
33146732,11864228,Isole,Dorsoduro,Entire home/apt,45.43161,12.32362,247.0,247.0,2.392696953259666,3,3,240,45,3.16,6,227,2025-09-04,IT027042C27PVSAAHA
33153194,46240420,Isole,Dorsoduro,Entire home/apt,45.43382366287406,12.32446086406707,194.0,194.0,2.287801729930226,2,2,233,36,2.99,2,164,2025-08-27,IT027042C2MHR9OCV8
33158540,46240420,Isole,Dorsoduro,Entire home/apt,45.43383,12.32444,174.0,174.0,2.2405492482825995,2,2,305,38,3.91,2,157,2025-08-25,IT027042C2MHR9OCV8
33159645,104209525,Isole,Cannaregio,Entire home/apt,45.43946,12.34013,112.0,112.0,2.0492180226701815,3,3,225,30,2.86,1,260,2025-08-05,IT027042C2WSBDOOQG
33160172,249669485,Terraferma,Piave 1860,Entire home/apt,45.482895,12.239323,119.0,119.0,2.075546961392531,1,1,226,50,2.89,2,251,2025-09-03,IT027042B4YRDT8AA5
33186011,241657269,Terraferma,Piave 1860,Private room,45.48356,12.23249,85.0,85.0,1.9294189257142929,1,1,363,66,4.62,4,78,2025-08-29,IT027042B453VFTRV9
33187023,241657269,Terraferma,Piave 1860,Private room,45.48359,12.23262,89.0,89.0,1.9493900066449128,1,1,261,25,3.4,4,92,2025-08-17,IT027042B453VFTRV9
33188751,244327543,Terraferma,Piave 1860,Private room,45.49067,12.23671,63.0,63.0,1.7993405494535817,3,3,220,23,2.81,2,250,2025-08-29,IT027042B4BMINSLV5
33208866,34360885,Isole,Dorsoduro,Entire home/apt,45.43083,12.32361,210.0,210.0,2.322219294733919,2,2,107,11,1.37,6,76,2025-07-18,IT027042B4P6OLK9XG
33217839,30821541,Isole,Cannaregio,Entire home/apt,45.44096,12.32066,155.0,155.0,2.1903316981702914,4,4,31,7,0.8,1,138,2025-09-07,IT027042C2OXKCHBTW
33262198,250464486,Isole,Santa Croce,Entire home/apt,45.44029,12.322222,152.0,152.0,2.1818435879447726,1,1,213,48,4.24,6,238,2025-07-21,IT027042B4GDPCUKMW
33265474,2634978,Isole,San Polo,Entire home/apt,45.43836,12.32824,174.0,174.0,2.2405492482825995,1,1,102,25,1.32,142,341,2025-08-15,IT027042C2625YL2IJ
